Northern Ireland House Price Index,_source_sheet,Table of Contents,Unnamed: 1,Unnamed: 2,"Table 1: NI House Price Index, Standardised Price and Quarterly and Annual Change",Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Table 2: Northern Ireland House Price Index by Type,Table 2a: NI Detached Property Price Index,Table 2b: NI Semi-Detached Property Price Index,Table 2c: NI Terrace Property Price Index,Table 2d: NI Apartments Price Index,Table 3: Northern Ireland House Price Index by Dwelling Type,Table 3a: NI New Dwellings Price Index,Table 3b: NI Existing Resold Dwellings Price Index,Table 3c: Number of Verified Residential Property Sales - New & Old Dwellings,Table 4: Number of Verified Residential Property Sales,Table 5: Standardised House Price & Index for each Local Government District Northern Ireland,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Table 5a: Number of Verified Residential Property Sales by Local Government District,Table 6: Standardised House Price & Index for all Urban and Rural areas in NI,Table 7: Standardised House Price & Index for Rural Areas of Northern Ireland by drive times,"Table 8: Number of Verified Residential Property Sales of properties in urban and rural areas and properties in rural areas by drive times witihn towns of 10,000 or more and within 1 hour of Belfast",Table 9: NI Average Sales Prices Q1 2005 - Q4 2025,Table 10a: Number of Verified Residential Property Sales by Type in Antrim and Newtownabbey Council,Table 10b: Number of Verified Residential Property Sales by Type in Ards and North Down Council,"Table 10c: Number of Verified Residential Property Sales by Type in Armagh City, Banbridge and Craigavon Council",Table 10d: Number of Verified Residential Property Sales by Type in Belfast Council,Table 10e: Number of Verified Residential Property Sales by Type in Causeway Coast and Glens Council,Table 10f: Number of Verified Residential Property Sales by Type in Derry City and Strabane Council,Table 10g: Number of Verified Residential Property Sales by Type in Fermanagh and Omagh Council,Table 10h: Number of Verified Residential Property Sales by Type in Lisburn and Castlereagh Council,Table 10i: Number of Verified Residential Property Sales by Type in Mid and East Antrim Council,Table 10j: Number of Verified Residential Property Sales by Type in Mid Ulster Council,"Table 10k: Number of Verified Residential Property Sales by Type in Newry, Mourne and Down Council"
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 6,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Back to contents,,,,,,,,,,,,,
,Table 7,,,"Drive time within 20mins of town of 10,000 or more Index",,"Drive time within 20mins of town of 10,000 or more  Price
(Ref: Q1 2015)","Drive time outside 20mins of town of 10,000 or more Index","Drive time outside 20mins of town of 10,000 or more  Price
(Ref: Q1 2015)",Drive time within 1hr of Belfast Index,"Drive time within 1hr of Belfast  Price
(Ref: Q1 2015)",,,,,,,,,,,,Drive time outside 1hr of Belfast Index,"Drive time outside 1hr of Belfast  Price
(Ref: Q1 2015)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q1,63.34711559411672,,119018.68869821742,62.00002041059229,113164.15000390474,64.24013370203816,122481.58246469159,,,,,,,,,,,,59.66038887899874,104710.464024673,100.0,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,
,Table 7,,Q2,65.35324406719131,,122787.87026214754,63.862487627226336,116563.57661835989,66.1834418906802,126186.73450041842,,,,,,,,,,,,61.658657548515826,108217.64263283582,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q3,67.05395371538681,,125983.22067844076,65.48435503553937,119523.85381609811,67.47209396473677,128643.70549629055,,,,,,,,,,,,64.32095752152472,112890.26831940367,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q4,68.05422155425859,,127862.55749453686,66.29334519852691,121000.44500993527,68.24881108515632,130124.61060270981,,,,,,,,,,,,65.67120456204889,115260.0985672081,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q1,68.9909407969208,,129622.4970733864,67.18866082050096,122634.59981625533,69.12552334337573,131796.16853020366,,,,,,,,,,,,66.71754132647303,117096.53326345417,100.0,,,,,,,,,,,,,,,,,2016,,,,,,,,,,,,,
,Table 7,,Q2,70.48215197826269,,132424.23473280267,68.03835762935189,124185.48990464341,70.7978413369138,134984.64499232883,,,,,,,,,,,,66.81475448170558,117267.15291218541,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q3,71.8480078841294,,134990.4506897936,69.70416401418157,127225.96573613398,72.07908152432181,137427.4843301011,,,,,,,,,,,,68.84704002639506,120834.03483189043,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q4,72.17014891636624,,135595.70008233705,70.196420266546,128124.44544652794,72.27571349824449,137802.38696403572,,,,,,,,,,,,69.77449412642112,122461.81753663073,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q1,72.38192546136636,,135993.59296895957,70.40078927888376,128497.46541354054,72.47785826333383,138187.8004009058,,,,,,,,,,,,70.0064177106799,122868.8686233284,100.0,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,
,Table 7,,Q2,73.20810289135974,,137545.84287690974,71.81443005159966,131077.6816037263,73.41931747173062,139982.80621775604,,,,,,,,,,,,71.2327304624903,125021.18073014138,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q3,73.93649031928828,,138914.36164407476,72.5783598970864,132472.02746126978,73.99965610463504,141089.29199272685,,,,,,,,,,,,72.35229037114298,126986.12999951682,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q4,74.70230169205472,,140353.19377592494,73.49577980550815,134146.52762184507,74.58354364510127,142202.54418907856,,,,,,,,,,,,73.72683493759908,129398.60504503024,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q1,75.05543767601405,,141016.67752492928,74.51446705772167,136005.86373581935,75.78581921992547,144494.8279449955,,,,,,,,,,,,72.8306691722494,127825.7367668313,100.0,,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,
,Table 7,,Q2,75.66409507467961,,142160.24349121252,74.84056630512829,136601.06909067725,75.60211008005909,144144.56425674685,,,,,,,,,,,,74.93565884774618,131520.22233472543,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q3,76.90905098758793,,144499.30848022999,75.77828112469697,138312.6120837248,76.8406623674267,146506.0139515073,,,,,,,,,,,,75.89456156721262,133203.20078318132,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q4,78.25359098989925,,147025.47540158944,77.6575136136816,141742.63913641486,78.02781458951344,148769.46320679807,,,,,,,,,,,,78.1274582493303,137122.1770435925,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q1,77.5998207840879,,145797.1499778371,76.38874821061923,139426.85347310264,77.14414174481473,147084.63407954582,,,,,,,,,,,,77.3871816861667,135822.91125113072,100.0,,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,
,Table 7,,Q2,78.80236900023188,,148056.5379616387,77.5940105941497,141626.73167089437,78.68534712658219,150023.12849391825,,,,,,,,,,,,77.84525376035262,136626.87750656417,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q3,80.15526376007749,,150598.4020821018,79.76162927575902,145583.12916903128,80.2861224075941,153075.2001240631,,,,,,,,,,,,79.5028047056673,139536.05949296473,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q4,80.53112815408417,,151304.5887313828,79.22627153139766,144605.97942476586,80.00963827774589,152548.0496995753,,,,,,,,,,,,80.36794858747054,141054.48099530282,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q1,80.50805448071242,,151261.23713877433,79.7441291262126,145551.18741263755,80.13588635762387,152788.7569290824,,,,,,,,,,,,80.58209763159284,141430.3358330238,,,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,
,Table 7,,Q2,80.57792163239786,,151392.50589029826,78.88337563790343,143980.11636746154,80.31425540596557,153128.83908714488,,,,,,,,,,,,79.3096130188255,139196.98709409146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q3,82.11551637195558,,154281.39053698033,81.2719001139259,148339.7172240836,82.14581553517733,156620.92993561045,,,,,,,,,,,,81.10986248008597,142356.62047883307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q4,84.15869520362479,,158120.1835592124,84.24174493989771,153760.36004240724,83.97827055620662,160114.7270035315,,,,,,,,,,,,84.73742470167038,148723.38627834644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q1,85.1476821233981,,159978.32540556413,84.9265309877509,155010.25045416263,85.10522065637767,162263.3936340823,,,,,,,,,,,,85.03517691275887,149245.9737567935,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,
,Table 7,,Q2,88.31703150341426,,165933.00548370593,88.49110120699842,161516.40248958138,88.48287008486069,168703.2906761776,,,,,,,,,,,,88.09031916150747,154608.08031591552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q3,90.82707745749659,,170648.96413826052,91.5720186905518,167139.7781909049,90.92806119363979,173365.34318405332,,,,,,,,,,,,91.45295464291743,160509.8709046157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q4,91.82015670237853,,172514.79478249338,92.0423458718679,167998.2323550309,91.51859305989994,174491.26359092628,,,,,,,,,,,,92.96400677632752,163161.931560401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q1,94.37539284331761,,177315.6582781173,94.8022457608507,173035.67787463352,94.20210925880164,179607.7117000728,,,,,,,,,,,,95.39972637565253,167436.88407531983,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,
,Table 7,,Q2,97.59469079355931,,183364.18340784256,98.34993442305459,179511.0172257832,97.98861009123407,186827.13337984867,,,,,,,,,,,,97.4231097118468,170988.14165197423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q3,101.62318542446553,,190933.0544432713,102.07214619719727,186304.90098204438,101.86008207015335,194208.56282464296,,,,,,,,,,,,101.51383688739301,178167.81226422137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q4,101.7108776631482,,191097.81356701572,101.6822655943761,185593.28013532396,101.98946479930349,194455.2466420119,,,,,,,,,,,,100.89447992322992,177080.77350478648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q1,100,,187883.35914267125,100,182522.76249988363,100,190662.09144705685,,,,,,,,,,,,100,175510.86406265866,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,
,Table 7,,Q2,101.68326173884223,,191045.9278407714,101.41967039081582,185113.98411559354,101.53367543183059,193586.22910139474,,,,,,,,,,,,101.74750723919261,178577.9291177231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q3,104.7604265584822,,196827.40847026746,104.12958624423308,190060.19739267306,104.54644733269092,199330.4430181043,,,,,,,,,,,,104.56489944241754,183522.75851763718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q4,103.30169847402257,,194086.70114442718,103.18367474415986,188333.6935919353,103.27177544941866,196900.12694636983,,,,,,,,,,,,103.24090296831999,181199.00086578942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q1,103.94145710689251,,195288.70115426846,102.82501702732793,187679.06161925464,104.28976845534403,198841.05370225187,,,,,,,,,,,,101.8566383742568,178769.46611583568,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,
,Table 7,,Q2,107.99133676451964,,202897.75109625404,108.6685254779089,198344.7946701692,108.16081405522698,206221.67020385797,,,,,,,,,,,,108.33721846074147,190143.5882218975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q3,110.66112449455301,,207913.8379654196,110.14900763073385,201047.01159382303,110.29366164433671,210288.20202463272,,,,,,,,,,,,110.90280649153112,194646.47394302458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q4,111.59099287425533,,209660.90591280983,111.30205524747647,203151.58595684075,110.96875483229131,211575.34881600356,,,,,,,,,,,,112.68438498620527,197773.33775298166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q1,112.52545425625517,,211416.60334720218,112.22493729978933,204836.05577333778,112.68617073900948,214849.80990259687,,,,,,,,,,,,111.78511232882596,196195.01654173603,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,
,Table 7,,Q2,113.38775192099682,,213036.71716552757,113.33285340855875,206858.25486124493,113.16049903350873,215754.1741492143,,,,,,,,,,,,113.85945775927688,199835.71813036466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q3,118.01760386422285,,221735.4385197929,118.30104867959923,215926.34211633663,117.34151640097899,223725.78930579778,,,,,,,,,,,,119.97227058849447,210564.36874545753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 7,,Q4,120.6591938276421,,226698.54647784063,121.50605658624882,221776.21108589313,120.17511547531228,229128.3885641461,,,,,,,,,,,,122.7886726617845,215507.46035976752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please note figures for the 2 most recent quarters are provisional and will increase due to late sales returns and new dwellings sold in this quarter being added to the Valuation List after the quarter.  ,,,,,,,,,,,,
,Table 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Back to contents,,,,,,,,,,,,
,Table 8,,Urban,Rural,,"Drive time within 20mins of town of 10,000 or more","Drive time outside 20mins of town of 10,000 or more",Drive time within 1hr of Belfast,Drive time outside 1hr of Belfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 8,,3295,1323,,899,424,977,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2015,,,,,,,,,,,,
,Table 8,,3789,1500,,1034,466,1142,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2015,,,,,,,,,,,,
,Table 8,,4199,1641,,1146,495,1250,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2015,,,,,,,,,,,,
,Table 8,,4397,1780,,1223,557,1342,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2015,,,,,,,,,,,,
,Table 8,,15680,6244,,4302,1942,4711,1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015 Total,,,,,,,,,,,,
,Table 8,,4424,1731,,1171,560,1263,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2016,,,,,,,,,,,,
,Table 8,,3477,1408,,931,477,1031,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2016,,,,,,,,,,,,
,Table 8,,4209,1765,,1236,529,1318,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2016,,,,,,,,,,,,
,Table 8,,4267,1821,,1223,598,1336,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2016,,,,,,,,,,,,
,Table 8,,16377,6725,,4561,2164,4948,1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 Total,,,,,,,,,,,,
,Table 8,,3703,1508,,1055,453,1157,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2017,,,,,,,,,,,,
,Table 8,,4372,1753,,1226,527,1320,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2017,,,,,,,,,,,,
,Table 8,,4694,1853,,1255,598,1357,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2017,,,,,,,,,,,,
,Table 8,,4792,2011,,1343,668,1449,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2017,,,,,,,,,,,,
,Table 8,,17561,7125,,4879,2246,5283,1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 Total,,,,,,,,,,,,
,Table 8,,3829,1646,,1103,543,1169,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2018,,,,,,,,,,,,
,Table 8,,4415,1787,,1227,560,1307,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2018,,,,,,,,,,,,
,Table 8,,4593,1981,,1295,686,1426,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2018,,,,,,,,,,,,
,Table 8,,4701,2077,,1405,672,1493,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2018,,,,,,,,,,,,
,Table 8,,17538,7491,,5030,2461,5395,2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 Total,,,,,,,,,,,,
,Table 8,,3618,1571,,1071,500,1175,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2019,,,,,,,,,,,,
,Table 8,,4332,1876,,1264,612,1388,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2019,,,,,,,,,,,,
,Table 8,,4758,2017,,1348,669,1479,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2019,,,,,,,,,,,,
,Table 8,,4771,1996,,1299,697,1468,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2019,,,,,,,,,,,,
,Table 8,,17479,7460,,4982,2478,5510,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 Total,,,,,,,,,,,,
,Table 8,,3791,1618,,1084,534,1153,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2020,,,,,,,,,,,,
,Table 8,,1369,663,,449,214,473,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2020,,,,,,,,,,,,
,Table 8,,3685,1635,,1137,498,1184,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2020,,,,,,,,,,,,
,Table 8,,5838,2650,,1826,824,1985,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2020,,,,,,,,,,,,
,Table 8,,14683,6566,,4496,2070,4795,1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 Total,,,,,,,,,,,,
,Table 8,,5260,2266,,1528,738,1659,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2021,,,,,,,,,,,,
,Table 8,,5626,2340,,1595,745,1693,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2021,,,,,,,,,,,,
,Table 8,,5972,2515,,1688,827,1884,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2021,,,,,,,,,,,,
,Table 8,,4825,1971,,1303,668,1433,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2021,,,,,,,,,,,,
,Table 8,,21683,9092,,6114,2978,6669,2423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 Total,,,,,,,,,,,,
,Table 8,,4295,1569,,1063,506,1066,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2022,,,,,,,,,,,,
,Table 8,,4368,1744,,1155,589,1258,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2022,,,,,,,,,,,,
,Table 8,,4784,1800,,1171,629,1252,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2022,,,,,,,,,,,,
,Table 8,,4755,2006,,1360,646,1415,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2022,,,,,,,,,,,,
,Table 8,,18202,7119,,4749,2370,4991,2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 Total,,,,,,,,,,,,
,Table 8,,3723,1330,,880,450,886,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2023,,,,,,,,,,,,
,Table 8,,3786,1446,,952,494,1002,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2023,,,,,,,,,,,,
,Table 8,,4314,1689,,1090,599,1179,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2023,,,,,,,,,,,,
,Table 8,,4128,1634,,1041,593,1148,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2023,,,,,,,,,,,,
,Table 8,,15951,6099,,3963,2136,4215,1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 Total,,,,,,,,,,,,
,Table 8,,3469,1389,,946,443,980,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2024,,,,,,,,,,,,
,Table 8,,3980,1539,,1020,519,1058,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2024,,,,,,,,,,,,
,Table 8,,4679,1782,,1163,619,1258,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2024,,,,,,,,,,,,
,Table 8,,4902,1916,,1275,641,1359,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2024,,,,,,,,,,,,
,Table 8,,17030,6626,,4404,2222,4655,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 Total,,,,,,,,,,,,
,Table 8,,4745,1834,,1224,610,1309,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1 2025,,,,,,,,,,,,
,Table 8,,3547,1343,,877,466,917,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2 2025,,,,,,,,,,,,
,Table 8,,4473,1703,,1158,545,1229,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3 2025,,,,,,,,,,,,
,Table 8,,4599,1754,,1167,587,1226,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4 2025,,,,,,,,,,,,
,Table 8,,17364,6634,,4426,2208,4681,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 Total,,,,,,,,,,,,
,Table 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Back to contents,,,,,,,,,,,
,Table 9,,Sale Quarter,Simple Mean,,Simple Median,Standardised Price (HPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Year,,,,,,,,,,,
,Table 9,,Q1,119029.09804672557,,100000,105916.22650082543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,,,,,,,,,,
,Table 9,,Q2,121940.22737524648,,105000,109780.91357166109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 9,,Q3,131481.44226750292,,114000,116767.20478922554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 9,,Q4,131751.40388463804,,115500,120824.97439933801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 9,,Q1,134443.52380326152,,119500,124258.2726002825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,
,Table 9,,Q2,148019.5031956992,,130000,136197.64164506705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 9,,Q3,168574.0430948087,,144990.5,151917.74388822986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 9,,Q4,183594.3342007807,,160000,170193.47548548307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 9,,Q1,205790.72145197887,,175000,188277.60543307025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,,,,,,,,,,,
,Table 9,,Q2,224344.0607466314,,190000,205123.26746097568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 9,,Q3,239292.61863636336,,199950,212617.3982152125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 9,,Q4,236465.18085927464,,190000,202774.39167558774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
